unique_paragraph_id,participant_id,unique_trial_id,lextale,regime
1,ee_22,ee_22_1,96.25,train_train
1,ee_29,ee_29_1,63.75,train_train
1,ee_3,ee_3_1,75.0,train_train
1,ee_33,ee_33_1,80.0,train_train
1,ee_36,ee_36_1,93.75,train_train
1,ee_37,ee_37_1,90.0,train_train
1,ee_42,ee_42_1,75.0,train_train
1,ee_44,ee_44_1,96.25,train_train
1,ee_52,ee_52_1,93.75,train_train
1,ee_58,ee_58_1,72.5,train_train
1,ee_62,ee_62_1,62.5,train_train
1,ee_68,ee_68_1,85.0,train_train
1,ee_7,ee_7_1,68.75,train_train
1,ee_70,ee_70_1,81.25,train_train
1,ee_73,ee_73_1,85.0,train_train
1,ee_77,ee_77_1,77.5,train_train
1,ee_78,ee_78_1,85.0,train_train
1,en_21,en_21_1,85.0,train_train
1,en_27,en_27_1,95.0,train_train
1,en_30,en_30_1,95.0,train_train
1,en_39,en_39_1,88.75,train_train
1,en_49,en_49_1,83.75,train_train
1,en_55,en_55_1,96.25,train_train
1,en_60,en_60_1,83.75,train_train
1,en_61,en_61_1,100.0,train_train
1,en_66,en_66_1,97.5,train_train
1,en_70,en_70_1,97.5,train_train
1,en_77,en_77_1,78.75,train_train
1,en_79,en_79_1,91.25,train_train
1,en_82,en_82_1,92.5,train_train
1,en_84,en_84_1,90.0,train_train
1,en_88,en_88_1,97.5,train_train
1,en_90,en_90_1,96.25,train_train
1,en_91,en_91_1,91.25,train_train
1,en_94,en_94_1,97.5,train_train
1,en_95,en_95_1,85.0,train_train
1,en_98,en_98_1,92.5,train_train
1,en_99,en_99_1,81.25,train_train
1,en_uk_16,en_uk_16_1,88.75,train_train
1,en_uk_22,en_uk_22_1,93.75,train_train
1,en_uk_30,en_uk_30_1,100.0,train_train
1,en_uk_31,en_uk_31_1,80.0,train_train
1,en_uk_36,en_uk_36_1,82.5,train_train
1,en_uk_38,en_uk_38_1,85.0,train_train
1,en_uk_40,en_uk_40_1,82.5,train_train
1,en_uk_55,en_uk_55_1,85.0,train_train
1,en_uk_6,en_uk_6_1,90.0,train_train
1,en_uk_60,en_uk_60_1,88.75,train_train
1,en_uk_61,en_uk_61_1,96.25,train_train
1,en_uk_8,en_uk_8_1,98.75,train_train
1,en_uk_9,en_uk_9_1,93.75,train_train
1,fi_13,fi_13_1,75.0,train_train
1,fi_14,fi_14_1,78.75,train_train
1,fi_17,fi_17_1,86.25,train_train
1,fi_19,fi_19_1,62.5,train_train
1,fi_21,fi_21_1,95.0,train_train
1,fi_23,fi_23_1,87.5,train_train
1,fi_24,fi_24_1,86.25,train_train
1,fi_25,fi_25_1,83.75,train_train
1,fi_28,fi_28_1,68.75,train_train
1,fi_33,fi_33_1,73.75,train_train
1,fi_4,fi_4_1,77.5,train_train
1,fi_40,fi_40_1,61.25,train_train
1,fi_45,fi_45_1,73.75,train_train
1,fi_47,fi_47_1,76.25,train_train
1,fi_48,fi_48_1,91.25,train_train
1,fi_49,fi_49_1,90.0,train_train
1,fi_50,fi_50_1,91.25,train_train
1,fi_51,fi_51_1,87.5,train_train
1,fi_52,fi_52_1,68.75,train_train
1,fi_53,fi_53_1,61.25,train_train
1,fi_54,fi_54_1,72.5,train_train
1,fi_56,fi_56_1,97.5,train_train
1,fi_58,fi_58_1,90.0,train_train
1,fi_9,fi_9_1,86.25,train_train
1,ge_1,ge_1_1,57.5,train_train
1,ge_10,ge_10_1,65.0,train_train
1,ge_13,ge_13_1,75.0,train_train
1,ge_14,ge_14_1,71.25,train_train
1,ge_15,ge_15_1,83.75,train_train
1,ge_16,ge_16_1,65.0,train_train
1,ge_2,ge_2_1,91.25,train_train
1,ge_21,ge_21_1,66.25,train_train
1,ge_22,ge_22_1,61.25,train_train
1,ge_24,ge_24_1,63.75,train_train
1,ge_26,ge_26_1,71.25,train_train
1,ge_28,ge_28_1,82.5,train_train
1,ge_36,ge_36_1,87.5,train_train
1,ge_37,ge_37_1,66.25,train_train
1,ge_4,ge_4_1,53.75,train_train
1,ge_41,ge_41_1,63.75,train_train
1,ge_42,ge_42_1,80.0,train_train
1,ge_49,ge_49_1,57.5,train_train
1,ge_5,ge_5_1,83.75,train_train
1,ge_50,ge_50_1,71.25,train_train
1,ge_54,ge_54_1,87.5,train_train
1,ge_55,ge_55_1,72.5,train_train
1,ge_9,ge_9_1,61.25,train_train
1,ge_po_14,ge_po_14_1,60.0,train_train
1,ge_po_15,ge_po_15_1,88.75,train_train
1,ge_po_17,ge_po_17_1,78.75,train_train
1,ge_po_18,ge_po_18_1,62.5,train_train
1,ge_po_19,ge_po_19_1,77.5,train_train
1,ge_po_2,ge_po_2_1,77.5,train_train
1,ge_po_20,ge_po_20_1,97.5,train_train
1,ge_po_27,ge_po_27_1,96.25,train_train
1,ge_po_29,ge_po_29_1,70.0,train_train
1,ge_po_33,ge_po_33_1,93.75,train_train
1,ge_po_37,ge_po_37_1,61.25,train_train
1,ge_po_38,ge_po_38_1,67.5,train_train
1,ge_po_39,ge_po_39_1,60.0,train_train
1,ge_po_40,ge_po_40_1,92.5,train_train
1,ge_po_44,ge_po_44_1,71.25,train_train
1,ge_po_8,ge_po_8_1,82.5,train_train
1,ge_zu_16,ge_zu_16_1,92.5,train_train
1,ge_zu_17,ge_zu_17_1,85.0,train_train
1,ge_zu_22,ge_zu_22_1,71.25,train_train
1,ge_zu_23,ge_zu_23_1,67.5,train_train
1,ge_zu_25,ge_zu_25_1,65.0,train_train
1,ge_zu_26,ge_zu_26_1,90.0,train_train
1,ge_zu_3,ge_zu_3_1,63.75,train_train
1,ge_zu_31,ge_zu_31_1,83.75,train_train
1,ge_zu_37,ge_zu_37_1,61.25,train_train
1,ge_zu_38,ge_zu_38_1,87.5,train_train
1,ge_zu_4,ge_zu_4_1,97.5,train_train
1,ge_zu_41,ge_zu_41_1,81.25,train_train
1,ge_zu_43,ge_zu_43_1,61.25,train_train
1,ge_zu_45,ge_zu_45_1,76.25,train_train
1,ge_zu_48,ge_zu_48_1,90.0,train_train
1,ge_zu_55,ge_zu_55_1,71.25,train_train
1,gr_11,gr_11_1,65.0,train_train
1,gr_15,gr_15_1,70.0,train_train
1,gr_17,gr_17_1,77.5,train_train
1,gr_19,gr_19_1,68.75,train_train
1,gr_21,gr_21_1,48.75,train_train
1,gr_22,gr_22_1,82.5,train_train
1,gr_30,gr_30_1,62.5,train_train
1,gr_31,gr_31_1,85.0,train_train
1,gr_36,gr_36_1,63.75,train_train
1,gr_40,gr_40_1,81.25,train_train
1,gr_49,gr_49_1,60.0,train_train
1,gr_59,gr_59_1,57.5,train_train
1,gr_6,gr_6_1,57.5,train_train
1,gr_61,gr_61_1,62.5,train_train
1,gr_62,gr_62_1,88.75,train_train
1,gr_67,gr_67_1,68.75,train_train
1,gr_69,gr_69_1,60.0,train_train
1,gr_71,gr_71_1,58.75,train_train
1,gr_75,gr_75_1,73.75,train_train
1,gr_77,gr_77_1,67.5,train_train
1,he_10,he_10_1,65.0,train_train
1,he_11,he_11_1,62.5,train_train
1,he_25,he_25_1,53.75,train_train
1,he_27,he_27_1,56.25,train_train
1,he_31,he_31_1,88.75,train_train
1,he_33,he_33_1,58.75,train_train
1,he_36,he_36_1,71.25,train_train
1,he_40,he_40_1,61.25,train_train
1,he_41,he_41_1,78.75,train_train
1,he_49,he_49_1,60.0,train_train
1,he_50,he_50_1,55.0,train_train
1,he_55,he_55_1,73.75,train_train
1,he_6,he_6_1,65.0,train_train
1,he_60,he_60_1,91.25,train_train
1,he_63,he_63_1,66.25,train_train
1,he_65,he_65_1,83.75,train_train
1,he_8,he_8_1,87.5,train_train
1,hi_iiith_1,hi_iiith_1_1,93.75,train_train
1,hi_iiith_10,hi_iiith_10_1,95.0,train_train
1,hi_iiith_14,hi_iiith_14_1,86.25,train_train
1,hi_iiith_16,hi_iiith_16_1,55.0,train_train
1,hi_iiith_22,hi_iiith_22_1,77.5,train_train
1,hi_iiith_25,hi_iiith_25_1,72.5,train_train
1,hi_iiith_26,hi_iiith_26_1,81.25,train_train
1,hi_iiith_29,hi_iiith_29_1,77.5,train_train
1,hi_iiith_43,hi_iiith_43_1,96.25,train_train
1,hi_iiith_46,hi_iiith_46_1,83.75,train_train
1,hi_iiith_47,hi_iiith_47_1,77.5,train_train
1,hi_iiith_49,hi_iiith_49_1,76.25,train_train
1,hi_iiith_50,hi_iiith_50_1,78.75,train_train
1,hi_iiith_55,hi_iiith_55_1,95.0,train_train
1,hi_iiith_56,hi_iiith_56_1,70.0,train_train
1,hi_iiith_57,hi_iiith_57_1,80.0,train_train
1,hi_iiith_60,hi_iiith_60_1,91.25,train_train
1,hi_iiith_63,hi_iiith_63_1,92.5,train_train
1,hi_iiith_64,hi_iiith_64_1,87.5,train_train
1,hi_iiith_8,hi_iiith_8_1,60.0,train_train
1,hi_iitk_1,hi_iitk_1_1,92.5,train_train
1,hi_iitk_18,hi_iitk_18_1,81.25,train_train
1,hi_iitk_22,hi_iitk_22_1,91.25,train_train
1,hi_iitk_28,hi_iitk_28_1,76.25,train_train
1,hi_iitk_30,hi_iitk_30_1,80.0,train_train
1,hi_iitk_40,hi_iitk_40_1,75.0,train_train
1,hi_iitk_42,hi_iitk_42_1,95.0,train_train
1,hi_iitk_46,hi_iitk_46_1,82.5,train_train
1,hi_iitk_55,hi_iitk_55_1,78.75,train_train
1,hi_iitk_59,hi_iitk_59_1,81.25,train_train
1,hi_iitk_65,hi_iitk_65_1,85.0,train_train
1,hi_iitk_72,hi_iitk_72_1,78.75,train_train
1,hi_iitk_8,hi_iitk_8_1,98.75,train_train
1,ic_14,ic_14_1,58.75,train_train
1,ic_15,ic_15_1,85.0,train_train
1,ic_19,ic_19_1,96.25,train_train
1,ic_22,ic_22_1,97.5,train_train
1,ic_29,ic_29_1,80.0,train_train
1,ic_32,ic_32_1,66.25,train_train
1,ic_37,ic_37_1,77.5,train_train
1,ic_41,ic_41_1,86.25,train_train
1,ic_42,ic_42_1,95.0,train_train
1,ic_43,ic_43_1,91.25,train_train
1,ic_49,ic_49_1,70.0,train_train
1,ic_59,ic_59_1,58.75,train_train
1,it_11,it_11_1,66.25,train_train
1,it_14,it_14_1,71.25,train_train
1,it_20,it_20_1,73.75,train_train
1,it_30,it_30_1,76.25,train_train
1,it_36,it_36_1,82.5,train_train
1,it_37,it_37_1,80.0,train_train
1,it_39,it_39_1,82.5,train_train
1,it_4,it_4_1,81.25,train_train
1,it_40,it_40_1,67.5,train_train
1,it_46,it_46_1,82.5,train_train
1,it_47,it_47_1,68.75,train_train
1,it_49,it_49_1,68.75,train_train
1,it_5,it_5_1,61.25,train_train
1,it_52,it_52_1,77.5,train_train
1,it_53,it_53_1,76.25,train_train
1,it_54,it_54_1,68.75,train_train
1,it_6,it_6_1,70.0,train_train
1,it_7,it_7_1,66.25,train_train
1,it_9,it_9_1,76.25,train_train
1,no_100,no_100_1,77.5,train_train
1,no_13,no_13_1,90.0,train_train
1,no_16,no_16_1,58.75,train_train
1,no_17,no_17_1,60.0,train_train
1,no_2,no_2_1,95.0,train_train
1,no_21,no_21_1,57.5,train_train
1,no_22,no_22_1,95.0,train_train
1,no_31,no_31_1,75.0,train_train
1,no_33,no_33_1,77.5,train_train
1,no_34,no_34_1,88.75,train_train
1,no_36,no_36_1,90.0,train_train
1,no_38,no_38_1,87.5,train_train
1,no_40,no_40_1,98.75,train_train
1,no_46,no_46_1,66.25,train_train
1,no_51,no_51_1,68.75,train_train
1,no_54,no_54_1,75.0,train_train
1,no_57,no_57_1,87.5,train_train
1,no_6,no_6_1,72.5,train_train
1,no_8,no_8_1,76.25,train_train
1,no_9,no_9_1,77.5,train_train
1,ru_11,ru_11_1,97.5,train_train
1,ru_12,ru_12_1,70.0,train_train
1,ru_15,ru_15_1,70.0,train_train
1,ru_17,ru_17_1,85.0,train_train
1,ru_19,ru_19_1,71.25,train_train
1,ru_26,ru_26_1,72.5,train_train
1,ru_29,ru_29_1,88.75,train_train
1,ru_35,ru_35_1,92.5,train_train
1,ru_4,ru_4_1,77.5,train_train
1,ru_43,ru_43_1,83.75,train_train
1,ru_49,ru_49_1,87.5,train_train
1,ru_52,ru_52_1,70.0,train_train
1,ru_53,ru_53_1,77.5,train_train
1,ru_6,ru_6_1,67.5,train_train
1,ru_mo_1,ru_mo_1_1,81.25,train_train
1,ru_mo_2,ru_mo_2_1,90.0,train_train
1,ru_mo_21,ru_mo_21_1,95.0,train_train
1,ru_mo_29,ru_mo_29_1,71.25,train_train
1,ru_mo_31,ru_mo_31_1,71.25,train_train
1,ru_mo_34,ru_mo_34_1,70.0,train_train
1,ru_mo_39,ru_mo_39_1,78.75,train_train
1,ru_mo_42,ru_mo_42_1,100.0,train_train
1,ru_mo_49,ru_mo_49_1,71.25,train_train
1,ru_mo_5,ru_mo_5_1,86.25,train_train
1,ru_mo_56,ru_mo_56_1,80.0,train_train
1,ru_mo_63,ru_mo_63_1,72.5,train_train
1,ru_mo_67,ru_mo_67_1,93.75,train_train
1,ru_mo_9,ru_mo_9_1,72.5,train_train
1,se_18,se_18_1,57.5,train_train
1,se_19,se_19_1,90.0,train_train
1,se_23,se_23_1,75.0,train_train
1,se_30,se_30_1,58.75,train_train
1,se_32,se_32_1,85.0,train_train
1,se_36,se_36_1,58.75,train_train
1,se_45,se_45_1,76.25,train_train
1,se_62,se_62_1,72.5,train_train
1,se_75,se_75_1,66.25,train_train
1,se_9,se_9_1,70.0,train_train
1,sp_15,sp_15_1,66.25,train_train
1,sp_20,sp_20_1,62.5,train_train
1,sp_21,sp_21_1,82.5,train_train
1,sp_26,sp_26_1,73.75,train_train
1,sp_29,sp_29_1,73.75,train_train
1,sp_3,sp_3_1,71.25,train_train
1,sp_32,sp_32_1,86.25,train_train
1,sp_34,sp_34_1,78.75,train_train
1,sp_36,sp_36_1,66.25,train_train
1,sp_46,sp_46_1,91.25,train_train
1,sp_47,sp_47_1,67.5,train_train
1,sp_48,sp_48_1,82.5,train_train
1,sp_50,sp_50_1,68.75,train_train
1,sp_53,sp_53_1,61.25,train_train
1,sp_55,sp_55_1,81.25,train_train
1,sp_57,sp_57_1,73.75,train_train
1,sp_59,sp_59_1,87.5,train_train
1,sp_63,sp_63_1,85.0,train_train
1,sp_ch_11,sp_ch_11_1,87.5,train_train
1,sp_ch_2,sp_ch_2_1,60.0,train_train
1,sp_ch_23,sp_ch_23_1,83.75,train_train
1,sp_ch_24,sp_ch_24_1,78.75,train_train
1,sp_ch_26,sp_ch_26_1,57.5,train_train
1,sp_ch_34,sp_ch_34_1,77.5,train_train
1,sp_ch_52,sp_ch_52_1,58.75,train_train
1,sp_ch_56,sp_ch_56_1,91.25,train_train
1,sp_ch_6,sp_ch_6_1,61.25,train_train
1,sp_ch_68,sp_ch_68_1,90.0,train_train
1,sp_ch_70,sp_ch_70_1,77.5,train_train
1,sp_ch_8,sp_ch_8_1,68.75,train_train
1,sp_ch_9,sp_ch_9_1,73.75,train_train
1,tr_13,tr_13_1,73.75,train_train
1,tr_14,tr_14_1,81.25,train_train
1,tr_16,tr_16_1,75.0,train_train
1,tr_18,tr_18_1,61.25,train_train
1,tr_22,tr_22_1,67.5,train_train
1,tr_26,tr_26_1,60.0,train_train
1,tr_37,tr_37_1,63.75,train_train
1,tr_46,tr_46_1,70.0,train_train
1,tr_47,tr_47_1,68.75,train_train
1,tr_49,tr_49_1,77.5,train_train
1,tr_63,tr_63_1,53.75,train_train
1,tr_64,tr_64_1,55.0,train_train
1,tr_67,tr_67_1,82.5,train_train
1,tr_70,tr_70_1,62.5,train_train
1,tr_73,tr_73_1,96.25,train_train
1,tr_77,tr_77_1,72.5,train_train
2,ba_1,ba_1_2,71.25,train_train
2,ba_15,ba_15_2,73.75,train_train
2,ba_21,ba_21_2,76.25,train_train
2,ba_24,ba_24_2,73.75,train_train
2,ba_25,ba_25_2,73.75,train_train
2,ba_37,ba_37_2,70.0,train_train
2,ba_38,ba_38_2,75.0,train_train
2,ba_46,ba_46_2,68.75,train_train
2,ba_51,ba_51_2,73.5,train_train
2,ba_8,ba_8_2,73.75,train_train
2,ch_s_10,ch_s_10_2,60.0,train_train
2,ch_s_11,ch_s_11_2,73.75,train_train
2,ch_s_13,ch_s_13_2,78.75,train_train
2,ch_s_15,ch_s_15_2,68.75,train_train
2,ch_s_21,ch_s_21_2,81.25,train_train
2,ch_s_23,ch_s_23_2,71.25,train_train
2,ch_s_28,ch_s_28_2,82.5,train_train
2,ch_s_31,ch_s_31_2,73.75,train_train
2,ch_s_32,ch_s_32_2,68.75,train_train
2,ch_s_37,ch_s_37_2,58.75,train_train
2,ch_s_41,ch_s_41_2,76.25,train_train
2,ch_s_44,ch_s_44_2,58.75,train_train
2,ch_s_47,ch_s_47_2,51.25,train_train
2,ch_s_49,ch_s_49_2,77.5,train_train
2,ch_s_50,ch_s_50_2,60.0,train_train
2,ch_s_52,ch_s_52_2,81.25,train_train
2,ch_s_53,ch_s_53_2,73.75,train_train
2,ch_s_54,ch_s_54_2,66.25,train_train
2,ch_s_55,ch_s_55_2,63.75,train_train
2,ch_t_10,ch_t_10_2,61.25,train_train
2,ch_t_11,ch_t_11_2,80.0,train_train
2,ch_t_13,ch_t_13_2,60.0,train_train
2,ch_t_19,ch_t_19_2,53.75,train_train
2,ch_t_25,ch_t_25_2,55.0,train_train
2,ch_t_26,ch_t_26_2,62.5,train_train
2,ch_t_28,ch_t_28_2,58.75,train_train
2,ch_t_29,ch_t_29_2,60.0,train_train
2,ch_t_37,ch_t_37_2,60.0,train_train
2,ch_t_38,ch_t_38_2,60.0,train_train
2,ch_t_43,ch_t_43_2,58.75,train_train
2,ch_t_49,ch_t_49_2,67.5,train_train
2,ch_t_5,ch_t_5_2,75.0,train_train
2,ch_t_55,ch_t_55_2,63.75,train_train
2,ch_t_58,ch_t_58_2,51.25,train_train
2,ch_t_60,ch_t_60_2,51.25,train_train
2,da_10,da_10_2,70.0,train_train
2,da_11,da_11_2,78.75,train_train
2,da_13,da_13_2,77.5,train_train
2,da_16,da_16_2,61.25,train_train
2,da_17,da_17_2,78.75,train_train
2,da_20,da_20_2,67.5,train_train
2,da_42,da_42_2,80.0,train_train
2,da_5,da_5_2,58.75,train_train
2,da_62,da_62_2,97.5,train_train
2,da_65,da_65_2,67.5,train_train
2,da_8,da_8_2,83.75,train_train
2,du_14,du_14_2,82.5,train_train
2,du_27,du_27_2,86.25,train_train
2,du_29,du_29_2,76.25,train_train
2,du_33,du_33_2,85.0,train_train
2,du_36,du_36_2,97.5,train_train
2,du_41,du_41_2,72.5,train_train
2,du_42,du_42_2,80.0,train_train
2,du_45,du_45_2,75.0,train_train
2,du_47,du_47_2,82.5,train_train
2,du_5,du_5_2,93.75,train_train
2,du_50,du_50_2,83.75,train_train
2,ee_12,ee_12_2,98.75,train_train
2,ee_14,ee_14_2,82.5,train_train
2,ee_15,ee_15_2,80.0,train_train
2,ee_24,ee_24_2,73.75,train_train
2,ee_27,ee_27_2,77.5,train_train
2,ee_29,ee_29_2,63.75,train_train
2,ee_3,ee_3_2,75.0,train_train
2,ee_36,ee_36_2,93.75,train_train
2,ee_37,ee_37_2,90.0,train_train
2,ee_42,ee_42_2,75.0,train_train
2,ee_44,ee_44_2,96.25,train_train
2,ee_52,ee_52_2,93.75,train_train
2,ee_58,ee_58_2,72.5,train_train
2,ee_62,ee_62_2,62.5,train_train
2,ee_68,ee_68_2,85.0,train_train
2,ee_7,ee_7_2,68.75,train_train
2,ee_70,ee_70_2,81.25,train_train
2,ee_73,ee_73_2,85.0,train_train
2,ee_76,ee_76_2,93.75,train_train
2,ee_77,ee_77_2,77.5,train_train
2,ee_78,ee_78_2,85.0,train_train
2,en_10,en_10_2,93.75,train_train
2,en_19,en_19_2,97.5,train_train
2,en_21,en_21_2,85.0,train_train
2,en_26,en_26_2,93.75,train_train
2,en_27,en_27_2,95.0,train_train
2,en_28,en_28_2,93.75,train_train
2,en_30,en_30_2,95.0,train_train
2,en_39,en_39_2,88.75,train_train
2,en_49,en_49_2,83.75,train_train
2,en_54,en_54_2,98.54,train_train
2,en_55,en_55_2,96.25,train_train
2,en_6,en_6_2,87.5,train_train
2,en_60,en_60_2,83.75,train_train
2,en_66,en_66_2,97.5,train_train
2,en_70,en_70_2,97.5,train_train
2,en_77,en_77_2,78.75,train_train
2,en_79,en_79_2,91.25,train_train
2,en_82,en_82_2,92.5,train_train
2,en_84,en_84_2,90.0,train_train
2,en_88,en_88_2,97.5,train_train
2,en_90,en_90_2,96.25,train_train
2,en_91,en_91_2,91.25,train_train
2,en_94,en_94_2,97.5,train_train
2,en_95,en_95_2,85.0,train_train
2,en_98,en_98_2,92.5,train_train
2,en_99,en_99_2,81.25,train_train
2,en_uk_16,en_uk_16_2,88.75,train_train
2,en_uk_19,en_uk_19_2,83.75,train_train
2,en_uk_22,en_uk_22_2,93.75,train_train
2,en_uk_30,en_uk_30_2,100.0,train_train
2,en_uk_31,en_uk_31_2,80.0,train_train
2,en_uk_34,en_uk_34_2,100.0,train_train
2,en_uk_36,en_uk_36_2,82.5,train_train
2,en_uk_38,en_uk_38_2,85.0,train_train
2,en_uk_40,en_uk_40_2,82.5,train_train
2,en_uk_42,en_uk_42_2,96.25,train_train
2,en_uk_46,en_uk_46_2,91.25,train_train
2,en_uk_55,en_uk_55_2,85.0,train_train
2,en_uk_58,en_uk_58_2,87.5,train_train
2,en_uk_6,en_uk_6_2,90.0,train_train
2,en_uk_60,en_uk_60_2,88.75,train_train
2,en_uk_8,en_uk_8_2,98.75,train_train
2,en_uk_9,en_uk_9_2,93.75,train_train
2,fi_11,fi_11_2,70.0,train_train
2,fi_13,fi_13_2,75.0,train_train
2,fi_14,fi_14_2,78.75,train_train
2,fi_17,fi_17_2,86.25,train_train
2,fi_19,fi_19_2,62.5,train_train
2,fi_21,fi_21_2,95.0,train_train
2,fi_23,fi_23_2,87.5,train_train
2,fi_24,fi_24_2,86.25,train_train
2,fi_25,fi_25_2,83.75,train_train
2,fi_27,fi_27_2,91.25,train_train
2,fi_28,fi_28_2,68.75,train_train
2,fi_33,fi_33_2,73.75,train_train
2,fi_4,fi_4_2,77.5,train_train
2,fi_40,fi_40_2,61.25,train_train
2,fi_45,fi_45_2,73.75,train_train
2,fi_47,fi_47_2,76.25,train_train
2,fi_48,fi_48_2,91.25,train_train
2,fi_49,fi_49_2,90.0,train_train
2,fi_50,fi_50_2,91.25,train_train
2,fi_51,fi_51_2,87.5,train_train
2,fi_52,fi_52_2,68.75,train_train
2,fi_53,fi_53_2,61.25,train_train
2,fi_54,fi_54_2,72.5,train_train
2,fi_56,fi_56_2,97.5,train_train
2,fi_58,fi_58_2,90.0,train_train
2,fi_9,fi_9_2,86.25,train_train
2,ge_1,ge_1_2,57.5,train_train
2,ge_10,ge_10_2,65.0,train_train
2,ge_13,ge_13_2,75.0,train_train
2,ge_14,ge_14_2,71.25,train_train
2,ge_15,ge_15_2,83.75,train_train
2,ge_16,ge_16_2,65.0,train_train
2,ge_2,ge_2_2,91.25,train_train
2,ge_21,ge_21_2,66.25,train_train
2,ge_28,ge_28_2,82.5,train_train
2,ge_29,ge_29_2,98.75,train_train
2,ge_37,ge_37_2,66.25,train_train
2,ge_4,ge_4_2,53.75,train_train
2,ge_41,ge_41_2,63.75,train_train
2,ge_42,ge_42_2,80.0,train_train
2,ge_49,ge_49_2,57.5,train_train
2,ge_5,ge_5_2,83.75,train_train
2,ge_54,ge_54_2,87.5,train_train
2,ge_55,ge_55_2,72.5,train_train
2,ge_9,ge_9_2,61.25,train_train
2,ge_po_14,ge_po_14_2,60.0,train_train
2,ge_po_15,ge_po_15_2,88.75,train_train
2,ge_po_17,ge_po_17_2,78.75,train_train
2,ge_po_19,ge_po_19_2,77.5,train_train
2,ge_po_2,ge_po_2_2,77.5,train_train
2,ge_po_20,ge_po_20_2,97.5,train_train
2,ge_po_27,ge_po_27_2,96.25,train_train
2,ge_po_29,ge_po_29_2,70.0,train_train
2,ge_po_33,ge_po_33_2,93.75,train_train
2,ge_po_34,ge_po_34_2,81.25,train_train
2,ge_po_37,ge_po_37_2,61.25,train_train
2,ge_po_38,ge_po_38_2,67.5,train_train
2,ge_po_39,ge_po_39_2,60.0,train_train
2,ge_po_40,ge_po_40_2,92.5,train_train
2,ge_po_44,ge_po_44_2,71.25,train_train
